Answer,RT,StimulusOr,Trial_type,DistractorOr,Block
46,1.82024170001387,42,100,-5,6
75,2.23546210001223,65,100,30,6
151,2.67403339999146,126,0,0,6
161,1.46545960000367,167,0,0,6
42,1.5210936999938,33,50,-5,6
113,2.272043999983,111,0,0,6
87,1.2795172999904,78,100,-15,6
165,1.81442069998593,152,50,0,6
115,2.24571980000474,109,0,0,6
97,2.70885269998689,97,100,-30,6
101,1.60446470000898,106,0,0,6
NaN,NaN,98,100,15,6
55,3.7700918999908,56,0,0,6
43,1.68187879998004,68,50,0,6
NaN,NaN,117,50,30,6
145,1.49642670000321,137,100,-5,6
33,1.08805009999196,43,0,0,6
32,2.34266349999234,43,0,0,6
46,2.38222220001626,55,100,-5,6
82,1.73367419998976,66,100,30,6
175,1.53301179999835,174,50,15,6
32,3.04437889999826,24,100,15,6
59,3.40308750001714,59,50,5,6
110,3.80263950000517,101,50,5,6
33,2.08952380000846,45,50,0,6
42,2.35318340000231,47,50,0,6
98,2.74430019999272,99,50,15,6
108,2.91113169997698,111,50,0,6
10,2.95862930000294,12,50,30,6
81,2.04592380000395,67,50,0,6
162,3.09355280001182,155,50,0,6
166,1.78078460000688,161,100,5,6
26,2.45967780001229,28,0,0,6
107,3.26697780002723,115,100,-5,6
65,2.92981980001787,53,100,5,6
111,3.66546899999958,115,50,0,6
NaN,NaN,81,0,0,6
84,2.08724169997731,80,0,0,6
20,2.67912819999037,33,100,-15,6
65,2.07836850002059,64,100,-5,6
NaN,NaN,85,100,-15,6
169,1.82093080002232,160,50,-30,6
100,1.43587549999938,95,100,-15,6
25,2.43525370000862,34,50,-5,6
110,2.22633269999642,117,0,0,6
26,1.84996059999685,37,0,0,6
176,2.04159919999074,174,100,-30,6
54,2.2639010999992,43,100,-30,6
103,2.96767129999353,111,0,0,6
168,3.7671432000061,162,0,0,6
40,2.12608139999793,47,0,0,6
173,1.58924430000479,172,100,30,6
67,3.42872379999608,69,100,-30,6
9,2.54797959999996,16,50,0,6
23,2.52303100001882,28,0,0,6
20,2.85801029999857,28,0,0,6
87,2.7210259999847,84,50,0,6
155,3.5127935000055,149,0,0,6
76,1.87964430000284,76,50,0,6
66,1.91967600001954,47,50,0,6
130,1.85477969999192,126,0,0,6
169,2.54946050001308,164,0,0,6
164,2.96446410001954,156,50,0,6
7,1.79593809999642,6,100,30,6
83,2.45914500000072,66,100,15,6
21,2.7946471000032,33,50,0,6
153,2.37744330000714,156,0,0,6
102,2.87327219999861,105,100,-15,6
84,2.11284069999238,83,50,-5,6
199,1.83173559998977,29,0,0,6
153,3.40732749999734,152,100,-15,6
60,2.86210279999068,68,50,-30,6
150,2.64511310000671,153,50,0,6
79,1.476758099976,77,0,0,6
111,4.23585209998419,114,100,-15,6
26,1.55588599998737,37,50,-30,6
25,2.29787609999767,41,50,30,6
103,2.64962029998424,99,0,0,6
176,1.89726560001145,172,100,30,6
82,2.19265079998877,82,0,0,6
111,3.6960020000115,106,100,5,6
165,1.83849199998076,169,50,0,6
72,2.237770000007,71,50,-5,6
97,1.94940899999347,96,50,0,6
36,1.88434640000924,33,50,30,6
158,2.28409709999687,155,100,-30,6
142,2.6668631999928,129,0,0,6
171,2.49832530002459,167,0,0,6
142,2.03381200000877,134,100,5,6
74,2.44901939999545,70,0,0,6
166,1.72065849998035,152,50,-30,6
255,2.83895490001305,58,50,15,6
61,1.99037710000994,59,0,0,6
158,3.38204679999035,147,0,0,6
79,2.41296590000275,68,100,30,6
167,4.21260830000392,171,50,-15,6
143,1.4589470999781,144,0,0,6
13,2.01081290000002,14,100,5,6
19,1.95406810002169,14,100,15,6
107,2.04904169999645,109,100,30,6
137,2.76874520001002,142,50,15,6
129,2.44757960000425,137,100,-5,6
152,1.69476229997235,137,100,30,6
159,2.21389729998191,162,0,0,6
82,2.21359929998289,66,50,30,6
